# a composite template for AGN polar dust emission from Lyu & Rieke 2018
# wavelength (micron)  flux(jy)     
      0.0123169      0.0000000
      0.0123453      0.0000000
      0.0123737      0.0000000
      0.0124022      0.0000000
      0.0124308      0.0000000
      0.0124595      0.0000000
      0.0124882      0.0000000
      0.0125170      0.0000000
      0.0125458      0.0000000
      0.0125748      0.0000000
      0.0126038      0.0000000
      0.0126328      0.0000000
      0.0126619      0.0000000
      0.0126911      0.0000000
      0.0127204      0.0000000
      0.0127497      0.0000000
      0.0127791      0.0000000
      0.0128086      0.0000000
      0.0128381      0.0000000
      0.0128677      0.0000000
      0.0128973      0.0000000
      0.0129271      0.0000000
      0.0129569      0.0000000
      0.0129867      0.0000000
      0.0130167      0.0000000
      0.0130467      0.0000000
      0.0130768      0.0000000
      0.0131069      0.0000000
      0.0131371      0.0000000
      0.0131674      0.0000000
      0.0131978      0.0000000
      0.0132282      0.0000000
      0.0132587      0.0000000
      0.0132892      0.0000000
      0.0133199      0.0000000
      0.0133506      0.0000000
      0.0133814      0.0000000
      0.0134122      0.0000000
      0.0134431      0.0000000
      0.0134741      0.0000000
      0.0135052      0.0000000
      0.0135363      0.0000000
      0.0135675      0.0000000
      0.0135988      0.0000000
      0.0136301      0.0000000
      0.0136616      0.0000000
      0.0136930      0.0000000
      0.0137246      0.0000000
      0.0137562      0.0000000
      0.0137880      0.0000000
      0.0138197      0.0000000
      0.0138516      0.0000000
      0.0138835      0.0000000
      0.0139155      0.0000000
      0.0139476      0.0000000
      0.0139798      0.0000000
      0.0140120      0.0000000
      0.0140443      0.0000000
      0.0140767      0.0000000
      0.0141091      0.0000000
      0.0141416      0.0000000
      0.0141742      0.0000000
      0.0142069      0.0000000
      0.0142397      0.0000000
      0.0142725      0.0000000
      0.0143054      0.0000000
      0.0143384      0.0000000
      0.0143714      0.0000000
      0.0144046      0.0000000
      0.0144378      0.0000000
      0.0144710      0.0000000
      0.0145044      0.0000000
      0.0145378      0.0000000
      0.0145714      0.0000000
      0.0146049      0.0000000
      0.0146386      0.0000000
      0.0146724      0.0000000
      0.0147062      0.0000000
      0.0147401      0.0000000
      0.0147741      0.0000000
      0.0148081      0.0000000
      0.0148423      0.0000000
      0.0148765      0.0000000
      0.0149108      0.0000000
      0.0149451      0.0000000
      0.0149796      0.0000000
      0.0150141      0.0000000
      0.0150487      0.0000000
      0.0150834      0.0000000
      0.0151182      0.0000000
      0.0151530      0.0000000
      0.0151880      0.0000000
      0.0152230      0.0000000
      0.0152581      0.0000000
      0.0152933      0.0000000
      0.0153285      0.0000000
      0.0153638      0.0000000
      0.0153993      0.0000000
      0.0154348      0.0000000
      0.0154703      0.0000000
      0.0155060      0.0000000
      0.0155418      0.0000000
      0.0155776      0.0000000
      0.0156135      0.0000000
      0.0156495      0.0000000
      0.0156856      0.0000000
      0.0157217      0.0000000
      0.0157580      0.0000000
      0.0157943      0.0000000
      0.0158307      0.0000000
      0.0158672      0.0000000
      0.0159038      0.0000000
      0.0159404      0.0000000
      0.0159772      0.0000000
      0.0160140      0.0000000
      0.0160509      0.0000000
      0.0160879      0.0000000
      0.0161250      0.0000000
      0.0161622      0.0000000
      0.0161994      0.0000000
      0.0162368      0.0000000
      0.0162742      0.0000000
      0.0163117      0.0000000
      0.0163493      0.0000000
      0.0163870      0.0000000
      0.0164248      0.0000000
      0.0164627      0.0000000
      0.0165006      0.0000000
      0.0165386      0.0000000
      0.0165768      0.0000000
      0.0166150      0.0000000
      0.0166533      0.0000000
      0.0166917      0.0000000
      0.0167302      0.0000000
      0.0167687      0.0000000
      0.0168074      0.0000000
      0.0168461      0.0000000
      0.0168850      0.0000000
      0.0169239      0.0000000
      0.0169629      0.0000000
      0.0170020      0.0000000
      0.0170412      0.0000000
      0.0170805      0.0000000
      0.0171199      0.0000000
      0.0171593      0.0000000
      0.0171989      0.0000000
      0.0172385      0.0000000
      0.0172783      0.0000000
      0.0173181      0.0000000
      0.0173580      0.0000000
      0.0173980      0.0000000
      0.0174381      0.0000000
      0.0174783      0.0000000
      0.0175186      0.0000000
      0.0175590      0.0000000
      0.0175995      0.0000000
      0.0176401      0.0000000
      0.0176807      0.0000000
      0.0177215      0.0000000
      0.0177623      0.0000000
      0.0178033      0.0000000
      0.0178443      0.0000000
      0.0178855      0.0000000
      0.0179267      0.0000000
      0.0179680      0.0000000
      0.0180094      0.0000000
      0.0180509      0.0000000
      0.0180926      0.0000000
      0.0181343      0.0000000
      0.0181761      0.0000000
      0.0182180      0.0000000
      0.0182600      0.0000000
      0.0183021      0.0000000
      0.0183443      0.0000000
      0.0183865      0.0000000
      0.0184289      0.0000000
      0.0184714      0.0000000
      0.0185140      0.0000000
      0.0185567      0.0000000
      0.0185994      0.0000000
      0.0186423      0.0000000
      0.0186853      0.0000000
      0.0187284      0.0000000
      0.0187715      0.0000000
      0.0188148      0.0000000
      0.0188582      0.0000000
      0.0189017      0.0000000
      0.0189452      0.0000000
      0.0189889      0.0000000
      0.0190327      0.0000000
      0.0190766      0.0000000
      0.0191205      0.0000000
      0.0191646      0.0000000
      0.0192088      0.0000000
      0.0192531      0.0000000
      0.0192975      0.0000000
      0.0193419      0.0000000
      0.0193865      0.0000000
      0.0194312      0.0000000
      0.0194760      0.0000000
      0.0195209      0.0000000
      0.0195659      0.0000000
      0.0196110      0.0000000
      0.0196562      0.0000000
      0.0197015      0.0000000
      0.0197469      0.0000000
      0.0197925      0.0000000
      0.0198381      0.0000000
      0.0198838      0.0000000
      0.0199297      0.0000000
      0.0199756      0.0000000
      0.0200217      0.0000000
      0.0200678      0.0000000
      0.0201141      0.0000000
      0.0201604      0.0000000
      0.0202069      0.0000000
      0.0202535      0.0000000
      0.0203002      0.0000000
      0.0203470      0.0000000
      0.0203939      0.0000000
      0.0204409      0.0000000
      0.0204880      0.0000000
      0.0205352      0.0000000
      0.0205826      0.0000000
      0.0206300      0.0000000
      0.0206776      0.0000000
      0.0207253      0.0000000
      0.0207730      0.0000000
      0.0208209      0.0000000
      0.0208689      0.0000000
      0.0209170      0.0000000
      0.0209652      0.0000000
      0.0210136      0.0000000
      0.0210620      0.0000000
      0.0211106      0.0000000
      0.0211592      0.0000000
      0.0212080      0.0000000
      0.0212569      0.0000000
      0.0213059      0.0000000
      0.0213550      0.0000000
      0.0214042      0.0000000
      0.0214536      0.0000000
      0.0215030      0.0000000
      0.0215526      0.0000000
      0.0216023      0.0000000
      0.0216521      0.0000000
      0.0217020      0.0000000
      0.0217520      0.0000000
      0.0218022      0.0000000
      0.0218524      0.0000000
      0.0219028      0.0000000
      0.0219533      0.0000000
      0.0220039      0.0000000
      0.0220546      0.0000000
      0.0221055      0.0000000
      0.0221564      0.0000000
      0.0222075      0.0000000
      0.0222587      0.0000000
      0.0223100      0.0000000
      0.0223615      0.0000000
      0.0224130      0.0000000
      0.0224647      0.0000000
      0.0225165      0.0000000
      0.0225684      0.0000000
      0.0226204      0.0000000
      0.0226725      0.0000000
      0.0227248      0.0000000
      0.0227772      0.0000000
      0.0228297      0.0000000
      0.0228823      0.0000000
      0.0229351      0.0000000
      0.0229879      0.0000000
      0.0230409      0.0000000
      0.0230940      0.0000000
      0.0231473      0.0000000
      0.0232006      0.0000000
      0.0232541      0.0000000
      0.0233077      0.0000000
      0.0233615      0.0000000
      0.0234153      0.0000000
      0.0234693      0.0000000
      0.0235234      0.0000000
      0.0235776      0.0000000
      0.0236320      0.0000000
      0.0236865      0.0000000
      0.0237411      0.0000000
      0.0237958      0.0000000
      0.0238506      0.0000000
      0.0239056      0.0000000
      0.0239607      0.0000000
      0.0240160      0.0000000
      0.0240713      0.0000000
      0.0241268      0.0000000
      0.0241824      0.0000000
      0.0242382      0.0000000
      0.0242941      0.0000000
      0.0243501      0.0000000
      0.0244062      0.0000000
      0.0244625      0.0000000
      0.0245188      0.0000000
      0.0245754      0.0000000
      0.0246320      0.0000000
      0.0246888      0.0000000
      0.0247457      0.0000000
      0.0248028      0.0000000
      0.0248599      0.0000000
      0.0249172      0.0000000
      0.0249747      0.0000000
      0.0250323      0.0000000
      0.0250900      0.0000000
      0.0251478      0.0000000
      0.0252058      0.0000000
      0.0252639      0.0000000
      0.0253221      0.0000000
      0.0253805      0.0000000
      0.0254390      0.0000000
      0.0254976      0.0000000
      0.0255564      0.0000000
      0.0256153      0.0000000
      0.0256744      0.0000000
      0.0257336      0.0000000
      0.0257929      0.0000000
      0.0258523      0.0000000
      0.0259119      0.0000000
      0.0259717      0.0000000
      0.0260315      0.0000000
      0.0260916      0.0000000
      0.0261517      0.0000000
      0.0262120      0.0000000
      0.0262724      0.0000000
      0.0263330      0.0000000
      0.0263937      0.0000000
      0.0264545      0.0000000
      0.0265155      0.0000000
      0.0265766      0.0000000
      0.0266379      0.0000000
      0.0266993      0.0000000
      0.0267609      0.0000000
      0.0268225      0.0000000
      0.0268844      0.0000000
      0.0269464      0.0000000
      0.0270085      0.0000000
      0.0270707      0.0000000
      0.0271331      0.0000000
      0.0271957      0.0000000
      0.0272584      0.0000000
      0.0273212      0.0000000
      0.0273842      0.0000000
      0.0274473      0.0000000
      0.0275106      0.0000000
      0.0275740      0.0000000
      0.0276376      0.0000000
      0.0277013      0.0000000
      0.0277651      0.0000000
      0.0278292      0.0000000
      0.0278933      0.0000000
      0.0279576      0.0000000
      0.0280221      0.0000000
      0.0280867      0.0000000
      0.0281514      0.0000000
      0.0282163      0.0000000
      0.0282813      0.0000000
      0.0283465      0.0000000
      0.0284119      0.0000000
      0.0284774      0.0000000
      0.0285430      0.0000000
      0.0286088      0.0000000
      0.0286748      0.0000000
      0.0287409      0.0000000
      0.0288071      0.0000000
      0.0288735      0.0000000
      0.0289401      0.0000000
      0.0290068      0.0000000
      0.0290737      0.0000000
      0.0291407      0.0000000
      0.0292079      0.0000000
      0.0292752      0.0000000
      0.0293427      0.0000000
      0.0294103      0.0000000
      0.0294781      0.0000000
      0.0295461      0.0000000
      0.0296142      0.0000000
      0.0296825      0.0000000
      0.0297509      0.0000000
      0.0298195      0.0000000
      0.0298882      0.0000000
      0.0299571      0.0000000
      0.0300262      0.0000000
      0.0300954      0.0000000
      0.0301648      0.0000000
      0.0302343      0.0000000
      0.0303040      0.0000000
      0.0303739      0.0000000
      0.0304439      0.0000000
      0.0305141      0.0000000
      0.0305844      0.0000000
      0.0306549      0.0000000
      0.0307256      0.0000000
      0.0307964      0.0000000
      0.0308674      0.0000000
      0.0309386      0.0000000
      0.0310099      0.0000000
      0.0310814      0.0000000
      0.0311530      0.0000000
      0.0312248      0.0000000
      0.0312968      0.0000000
      0.0313690      0.0000000
      0.0314413      0.0000000
      0.0315137      0.0000000
      0.0315864      0.0000000
      0.0316592      0.0000000
      0.0317322      0.0000000
      0.0318053      0.0000000
      0.0318787      0.0000000
      0.0319521      0.0000000
      0.0320258      0.0000000
      0.0320996      0.0000000
      0.0321736      0.0000000
      0.0322478      0.0000000
      0.0323221      0.0000000
      0.0323966      0.0000000
      0.0324713      0.0000000
      0.0325462      0.0000000
      0.0326212      0.0000000
      0.0326964      0.0000000
      0.0327718      0.0000000
      0.0328473      0.0000000
      0.0329230      0.0000000
      0.0329989      0.0000000
      0.0330750      0.0000000
      0.0331513      0.0000000
      0.0332277      0.0000000
      0.0333043      0.0000000
      0.0333811      0.0000000
      0.0334580      0.0000000
      0.0335351      0.0000000
      0.0336124      0.0000000
      0.0336899      0.0000000
      0.0337676      0.0000000
      0.0338454      0.0000000
      0.0339235      0.0000000
      0.0340017      0.0000000
      0.0340800      0.0000000
      0.0341586      0.0000000
      0.0342373      0.0000000
      0.0343163      0.0000000
      0.0343954      0.0000000
      0.0344747      0.0000000
      0.0345541      0.0000000
      0.0346338      0.0000000
      0.0347136      0.0000000
      0.0347937      0.0000000
      0.0348739      0.0000000
      0.0349543      0.0000000
      0.0350348      0.0000000
      0.0351156      0.0000000
      0.0351965      0.0000000
      0.0352777      0.0000000
      0.0353590      0.0000000
      0.0354405      0.0000000
      0.0355222      0.0000000
      0.0356041      0.0000000
      0.0356862      0.0000000
      0.0357684      0.0000000
      0.0358509      0.0000000
      0.0359335      0.0000000
      0.0360164      0.0000000
      0.0360994      0.0000000
      0.0361826      0.0000000
      0.0362660      0.0000000
      0.0363496      0.0000000
      0.0364334      0.0000000
      0.0365174      0.0000000
      0.0366016      0.0000000
      0.0366860      0.0000000
      0.0367705      0.0000000
      0.0368553      0.0000000
      0.0369403      0.0000000
      0.0370254      0.0000000
      0.0371108      0.0000000
      0.0371963      0.0000000
      0.0372821      0.0000000
      0.0373680      0.0000000
      0.0374542      0.0000000
      0.0375405      0.0000000
      0.0376270      0.0000000
      0.0377138      0.0000000
      0.0378007      0.0000000
      0.0378879      0.0000000
      0.0379752      0.0000000
      0.0380627      0.0000000
      0.0381505      0.0000000
      0.0382384      0.0000000
      0.0383266      0.0000000
      0.0384149      0.0000000
      0.0385035      0.0000000
      0.0385922      0.0000000
      0.0386812      0.0000000
      0.0387704      0.0000000
      0.0388598      0.0000000
      0.0389493      0.0000000
      0.0390391      0.0000000
      0.0391291      0.0000000
      0.0392193      0.0000000
      0.0393097      0.0000000
      0.0394003      0.0000000
      0.0394912      0.0000000
      0.0395822      0.0000000
      0.0396735      0.0000000
      0.0397649      0.0000000
      0.0398566      0.0000000
      0.0399485      0.0000000
      0.0400406      0.0000000
      0.0401329      0.0000000
      0.0402254      0.0000000
      0.0403181      0.0000000
      0.0404110      0.0000000
      0.0405042      0.0000000
      0.0405976      0.0000000
      0.0406912      0.0000000
      0.0407850      0.0000000
      0.0408790      0.0000000
      0.0409732      0.0000000
      0.0410677      0.0000000
      0.0411623      0.0000000
      0.0412572      0.0000000
      0.0413523      0.0000000
      0.0414477      0.0000000
      0.0415432      0.0000000
      0.0416390      0.0000000
      0.0417350      0.0000000
      0.0418312      0.0000000
      0.0419276      0.0000000
      0.0420243      0.0000000
      0.0421211      0.0000000
      0.0422182      0.0000000
      0.0423156      0.0000000
      0.0424131      0.0000000
      0.0425109      0.0000000
      0.0426089      0.0000000
      0.0427071      0.0000000
      0.0428055      0.0000000
      0.0429042      0.0000000
      0.0430031      0.0000000
      0.0431023      0.0000000
      0.0432016      0.0000000
      0.0433012      0.0000000
      0.0434010      0.0000000
      0.0435011      0.0000000
      0.0436014      0.0000000
      0.0437019      0.0000000
      0.0438026      0.0000000
      0.0439036      0.0000000
      0.0440048      0.0000000
      0.0441062      0.0000000
      0.0442079      0.0000000
      0.0443098      0.0000000
      0.0444120      0.0000000
      0.0445144      0.0000000
      0.0446170      0.0000000
      0.0447198      0.0000000
      0.0448229      0.0000000
      0.0449262      0.0000000
      0.0450298      0.0000000
      0.0451336      0.0000000
      0.0452376      0.0000000
      0.0453419      0.0000000
      0.0454465      0.0000000
      0.0455512      0.0000000
      0.0456562      0.0000000
      0.0457615      0.0000000
      0.0458670      0.0000000
      0.0459727      0.0000000
      0.0460787      0.0000000
      0.0461849      0.0000000
      0.0462914      0.0000000
      0.0463981      0.0000000
      0.0465050      0.0000000
      0.0466122      0.0000000
      0.0467197      0.0000000
      0.0468274      0.0000000
      0.0469353      0.0000000
      0.0470435      0.0000000
      0.0471520      0.0000000
      0.0472607      0.0000000
      0.0473696      0.0000000
      0.0474788      0.0000000
      0.0475883      0.0000000
      0.0476980      0.0000000
      0.0478079      0.0000000
      0.0479181      0.0000000
      0.0480286      0.0000000
      0.0481393      0.0000000
      0.0482503      0.0000000
      0.0483615      0.0000000
      0.0484730      0.0000000
      0.0485848      0.0000000
      0.0486968      0.0000000
      0.0488090      0.0000000
      0.0489215      0.0000000
      0.0490343      0.0000000
      0.0491473      0.0000000
      0.0492606      0.0000000
      0.0493742      0.0000000
      0.0494880      0.0000000
      0.0496021      0.0000000
      0.0497164      0.0000000
      0.0498311      0.0000000
      0.0499459      0.0000000
      0.0500611      0.0000000
      0.0501765      0.0000000
      0.0502921      0.0000000
      0.0504081      0.0000000
      0.0505243      0.0000000
      0.0506407      0.0000000
      0.0507575      0.0000000
      0.0508745      0.0000000
      0.0509918      0.0000000
      0.0511093      0.0000000
      0.0512271      0.0000000
      0.0513452      0.0000000
      0.0514636      0.0000000
      0.0515822      0.0000000
      0.0517011      0.0000000
      0.0518203      0.0000000
      0.0519398      0.0000000
      0.0520595      0.0000000
      0.0521795      0.0000000
      0.0522998      0.0000000
      0.0524204      0.0000000
      0.0525412      0.0000000
      0.0526623      0.0000000
      0.0527837      0.0000000
      0.0529054      0.0000000
      0.0530274      0.0000000
      0.0531496      0.0000000
      0.0532721      0.0000000
      0.0533949      0.0000000
      0.0535180      0.0000000
      0.0536414      0.0000000
      0.0537650      0.0000000
      0.0538890      0.0000000
      0.0540132      0.0000000
      0.0541377      0.0000000
      0.0542625      0.0000000
      0.0543876      0.0000000
      0.0545130      0.0000000
      0.0546387      0.0000000
      0.0547646      0.0000000
      0.0548909      0.0000000
      0.0550174      0.0000000
      0.0551442      0.0000000
      0.0552713      0.0000000
      0.0553988      0.0000000
      0.0555265      0.0000000
      0.0556545      0.0000000
      0.0557828      0.0000000
      0.0559114      0.0000000
      0.0560402      0.0000000
      0.0561694      0.0000000
      0.0562989      0.0000000
      0.0564287      0.0000000
      0.0565588      0.0000000
      0.0566892      0.0000000
      0.0568198      0.0000000
      0.0569508      0.0000000
      0.0570821      0.0000000
      0.0572137      0.0000000
      0.0573456      0.0000000
      0.0574778      0.0000000
      0.0576103      0.0000000
      0.0577431      0.0000000
      0.0578762      0.0000000
      0.0580096      0.0000000
      0.0581434      0.0000000
      0.0582774      0.0000000
      0.0584117      0.0000000
      0.0585464      0.0000000
      0.0586813      0.0000000
      0.0588166      0.0000000
      0.0589522      0.0000000
      0.0590881      0.0000000
      0.0592243      0.0000000
      0.0593608      0.0000000
      0.0594977      0.0000000
      0.0596348      0.0000000
      0.0597723      0.0000000
      0.0599101      0.0000000
      0.0600482      0.0000000
      0.0601866      0.0000000
      0.0603254      0.0000000
      0.0604644      0.0000000
      0.0606038      0.0000000
      0.0607435      0.0000000
      0.0608836      0.0000000
      0.0610239      0.0000000
      0.0611646      0.0000000
      0.0613056      0.0000000
      0.0614469      0.0000000
      0.0615886      0.0000000
      0.0617305      0.0000000
      0.0618728      0.0000000
      0.0620155      0.0000000
      0.0621584      0.0000000
      0.0623017      0.0000000
      0.0624453      0.0000000
      0.0625893      0.0000000
      0.0627336      0.0000000
      0.0628782      0.0000000
      0.0630231      0.0000000
      0.0631684      0.0000000
      0.0633140      0.0000000
      0.0634600      0.0000000
      0.0636063      0.0000000
      0.0637529      0.0000000
      0.0638999      0.0000000
      0.0640472      0.0000000
      0.0641948      0.0000000
      0.0643428      0.0000000
      0.0644911      0.0000000
      0.0646398      0.0000000
      0.0647888      0.0000000
      0.0649382      0.0000000
      0.0650879      0.0000000
      0.0652379      0.0000000
      0.0653883      0.0000000
      0.0655390      0.0000000
      0.0656901      0.0000000
      0.0658415      0.0000000
      0.0659933      0.0000000
      0.0661455      0.0000000
      0.0662979      0.0000000
      0.0664508      0.0000000
      0.0666040      0.0000000
      0.0667575      0.0000000
      0.0669114      0.0000000
      0.0670656      0.0000000
      0.0672202      0.0000000
      0.0673752      0.0000000
      0.0675305      0.0000000
      0.0676862      0.0000000
      0.0678422      0.0000000
      0.0679986      0.0000000
      0.0681554      0.0000000
      0.0683125      0.0000000
      0.0684700      0.0000000
      0.0686278      0.0000000
      0.0687860      0.0000000
      0.0689446      0.0000000
      0.0691035      0.0000000
      0.0692628      0.0000000
      0.0694225      0.0000000
      0.0695825      0.0000000
      0.0697429      0.0000000
      0.0699037      0.0000000
      0.0700648      0.0000000
      0.0702263      0.0000000
      0.0703882      0.0000000
      0.0705505      0.0000000
      0.0707131      0.0000000
      0.0708761      0.0000000
      0.0710395      0.0000000
      0.0712033      0.0000000
      0.0713674      0.0000000
      0.0715319      0.0000000
      0.0716968      0.0000000
      0.0718621      0.0000000
      0.0720278      0.0000000
      0.0721938      0.0000000
      0.0723602      0.0000000
      0.0725271      0.0000000
      0.0726942      0.0000000
      0.0728618      0.0000000
      0.0730298      0.0000000
      0.0731981      0.0000000
      0.0733669      0.0000000
      0.0735360      0.0000000
      0.0737055      0.0000000
      0.0738754      0.0000000
      0.0740457      0.0000000
      0.0742164      0.0000000
      0.0743875      0.0000000
      0.0745590      0.0000000
      0.0747309      0.0000000
      0.0749031      0.0000000
      0.0750758      0.0000000
      0.0752489      0.0000000
      0.0754223      0.0000000
      0.0755962      0.0000000
      0.0757705      0.0000000
      0.0759452      0.0000000
      0.0761202      0.0000000
      0.0762957      0.0000000
      0.0764716      0.0000000
      0.0766479      0.0000000
      0.0768246      0.0000000
      0.0770017      0.0000000
      0.0771792      0.0000000
      0.0773571      0.0000000
      0.0775354      0.0000000
      0.0777141      0.0000000
      0.0778933      0.0000000
      0.0780729      0.0000000
      0.0782528      0.0000000
      0.0784332      0.0000000
      0.0786140      0.0000000
      0.0787952      0.0000000
      0.0789769      0.0000000
      0.0791590      0.0000000
      0.0793414      0.0000000
      0.0795243      0.0000000
      0.0797077      0.0000000
      0.0798914      0.0000000
      0.0800756      0.0000000
      0.0802602      0.0000000
      0.0804452      0.0000000
      0.0806306      0.0000000
      0.0808165      0.0000000
      0.0810028      0.0000000
      0.0811895      0.0000000
      0.0813767      0.0000000
      0.0815643      0.0000000
      0.0817523      0.0000000
      0.0819408      0.0000000
      0.0821297      0.0000000
      0.0823190      0.0000000
      0.0825088      0.0000000
      0.0826990      0.0000000
      0.0828896      0.0000000
      0.0830807      0.0000000
      0.0832722      0.0000000
      0.0834642      0.0000000
      0.0836566      0.0000000
      0.0838494      0.0000000
      0.0840427      0.0000000
      0.0842365      0.0000000
      0.0844306      0.0000000
      0.0846253      0.0000000
      0.0848203      0.0000000
      0.0850159      0.0000000
      0.0852119      0.0000000
      0.0854083      0.0000000
      0.0856052      0.0000000
      0.0858025      0.0000000
      0.0860003      0.0000000
      0.0861986      0.0000000
      0.0863973      0.0000000
      0.0865964      0.0000000
      0.0867961      0.0000000
      0.0869962      0.0000000
      0.0871967      0.0000000
      0.0873977      0.0000000
      0.0875992      0.0000000
      0.0878011      0.0000000
      0.0880035      0.0000000
      0.0882064      0.0000000
      0.0884097      0.0000000
      0.0886135      0.0000000
      0.0888178      0.0000000
      0.0890226      0.0000000
      0.0892278      0.0000000
      0.0894335      0.0000000
      0.0896396      0.0000000
      0.0898463      0.0000000
      0.0900534      0.0000000
      0.0902610      0.0000000
      0.0904691      0.0000000
      0.0906776      0.0000000
      0.0908866      0.0000000
      0.0910962      0.0000000
      0.0913061      0.0000000
      0.0915166      0.0000000
      0.0917276      0.0000000
      0.0919391      0.0000000
      0.0921510      0.0000000
      0.0923634      0.0000000
      0.0925763      0.0000000
      0.0927898      0.0000000
      0.0930037      0.0000000
      0.0932181      0.0000000
      0.0934329      0.0000000
      0.0936483      0.0000000
      0.0938642      0.0000000
      0.0940806      0.0000000
      0.0942975      0.0000000
      0.0945148      0.0000000
      0.0947327      0.0000000
      0.0949511      0.0000000
      0.0951700      0.0000000
      0.0953894      0.0000000
      0.0956093      0.0000000
      0.0958297      0.0000000
      0.0960506      0.0000000
      0.0962720      0.0000000
      0.0964939      0.0000000
      0.0967164      0.0000000
      0.0969393      0.0000000
      0.0971628      0.0000000
      0.0973868      0.0000000
      0.0976113      0.0000000
      0.0978363      0.0000000
      0.0980618      0.0000000
      0.0982879      0.0000000
      0.0985145      0.0000000
      0.0987416      0.0000000
      0.0989692      0.0000000
      0.0991974      0.0000000
      0.0994260      0.0000000
      0.0996552      0.0000000
      0.0998850      0.0000000
      0.1001150      0.0000000
      0.1003460      0.0000000
      0.1005770      0.0000000
      0.1008090      0.0000000
      0.1010420      0.0000000
      0.1012740      0.0000000
      0.1015080      0.0000000
      0.1017420      0.0000000
      0.1019760      0.0000000
      0.1022120      0.0000000
      0.1024470      0.0000000
      0.1026830      0.0000000
      0.1029200      0.0000000
      0.1031570      0.0000000
      0.1033950      0.0000000
      0.1036340      0.0000000
      0.1038720      0.0000000
      0.1041120      0.0000000
      0.1043520      0.0000000
      0.1045920      0.0000000
      0.1048330      0.0000000
      0.1050750      0.0000000
      0.1053170      0.0000000
      0.1055600      0.0000000
      0.1058030      0.0000000
      0.1060470      0.0000000
      0.1062920      0.0000000
      0.1065370      0.0000000
      0.1067830      0.0000000
      0.1070290      0.0000000
      0.1072750      0.0000000
      0.1075230      0.0000000
      0.1077710      0.0000000
      0.1080190      0.0000000
      0.1082680      0.0000000
      0.1085180      0.0000000
      0.1087680      0.0000000
      0.1090180      0.0000000
      0.1092700      0.0000000
      0.1095220      0.0000000
      0.1097740      0.0000000
      0.1100270      0.0000000
      0.1102810      0.0000000
      0.1105350      0.0000000
      0.1107900      0.0000000
      0.1110450      0.0000000
      0.1113010      0.0000000
      0.1115580      0.0000000
      0.1118150      0.0000000
      0.1120730      0.0000000
      0.1123310      0.0000000
      0.1125900      0.0000000
      0.1128500      0.0000000
      0.1131100      0.0000000
      0.1133710      0.0000000
      0.1136320      0.0000000
      0.1138940      0.0000000
      0.1141560      0.0000000
      0.1144190      0.0000000
      0.1146830      0.0000000
      0.1149480      0.0000000
      0.1152130      0.0000000
      0.1154780      0.0000000
      0.1157440      0.0000000
      0.1160110      0.0000000
      0.1162790      0.0000000
      0.1165470      0.0000000
      0.1168150      0.0000000
      0.1170850      0.0000000
